0,1,2
0.020287362389125534,2.3890298405223556,3.0
1.3733764702042741,1.459794832867904,1.0
2.454075391995283,1.7461745595678213,1.0
2.6775789746195136,0.14931726529727843,2.0
1.4317776132930744,-0.4179913912447163,2.0
0.4239568612284168,0.8122572407149514,0.0
-0.003983433862658094,0.009200772267573668,0.0
1.713913563651719,1.7272979448317138,1.0
1.500909794402948,-0.5105928310351391,2.0
0.5817135813460389,2.852923544409169,3.0
0.009745924258492585,2.2785991968957764,3.0
2.1260446756398084,2.1137572536706175,1.0
1.015001004196476,0.13783449675274237,0.0
1.0733624394090966,-0.36315914988131304,0.0
1.8902836670541217,1.5392346150531364,1.0
2.5219479498511173,-0.48227301943045264,2.0
-0.028671311809342213,-0.5154784352872325,0.0
-0.6979808230375172,-0.16114896665086031,0.0
0.6938192428927142,2.1020775840283767,3.0
-0.2724091095139897,-0.3017994422544921,0.0
-0.3423237443762412,0.8764942225314369,3.0
0.3435180065241911,2.098396288904118,3.0
3.4775145368374236,0.15814765295105582,2.0
1.4888677535483459,-0.5691976070823126,2.0
0.34408224221910194,2.101887856394168,3.0
1.9000529094750966,-0.12370966345769563,2.0
-0.04392544614148591,2.137807038006393,3.0
1.5301305039222806,0.3267782400046299,2.0
0.014809380277582154,1.0372084884121944,3.0
0.6740406822391787,0.20413238211177237,0.0
2.0663943954853448,2.516302724220295,1.0
2.69064843979515,0.18680533136737085,2.0
2.4596473992846453,-0.03037995199912006,2.0
2.269950096567011,0.17292123048884175,2.0
0.23185159929855723,-0.6455806175528612,0.0
-0.0022267935153446714,2.2747884634201787,3.0
1.8354747240344473,1.1084599230578207,1.0
-0.5373782716388786,0.24207982622320984,0.0
-0.19752933813319892,0.24233950554267875,0.0
-0.16860108376750318,-0.45631087375313406,0.0
1.938068695853804,3.589301723211948,1.0
-0.019346750045495298,0.922610030488425,3.0
0.9682422047272982,-0.13522490560215192,0.0
2.1023915543542246,2.0516656430977402,1.0
2.3608328272553476,1.964837468442603,1.0
2.122066117626701,1.9080600071183675,1.0
0.047572272654608234,1.728293608951027,3.0
0.6193419836982024,1.555522138851805,3.0
2.1948563734490616,1.8377574128002587,1.0
2.1900927972199717,-0.12809654828720574,2.0
1.8109991418636069,-0.5855488547783583,2.0
